game_id,chunk_game_id,turn_index_global,round_index,player_id,character,won,turns_to_end,end_reason,turn_progress,reverse_turn_index,alive_players,f_value,own_cash,own_tiles,own_hand_coins,own_shards,own_laps_completed,cash_margin_vs_best,tiles_margin_vs_best,hand_margin_vs_best,shards_margin_vs_best,laps_margin_vs_best,laps_gained,lap_reward_count,used_trick,used_pair_move,landing_purchase,landing_takeover,landing_rent,landing_special,landing_bankrupt,predicted_win_prob
0,0,46,13,4,추노꾼,1,4,ALIVE_THRESHOLD,0.92,4.0,3.0,9.0,8.0,7.0,2.0,9.0,2.0,-7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6140936411426592
0,0,47,13,2,교리 감독관,0,3,ALIVE_THRESHOLD,0.94,3.0,3.0,9.0,9.0,2.0,0.0,6.0,2.0,-6.0,-5.0,-2.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06399060268054023
0,0,48,13,3,사기꾼,0,2,ALIVE_THRESHOLD,0.96,2.0,3.0,9.0,4.0,7.0,0.0,8.0,1.0,-5.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.550100184340847
0,0,49,14,2,교리 감독관,0,1,ALIVE_THRESHOLD,0.98,1.0,3.0,9.0,28.0,2.0,0.0,6.0,3.0,20.0,-5.0,-2.0,-3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10124804526234596
0,0,50,14,3,객주,0,0,ALIVE_THRESHOLD,1.0,0.0,2.0,9.0,5.0,0.0,0.0,14.0,2.0,-23.0,-7.0,-2.0,5.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00969348177518871
1,1,1,1,3,탈출 노비,0,44,F_THRESHOLD,0.022222222222222223,44.0,4.0,1.0,16.0,1.0,0.0,5.0,0.0,-4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3494641007153128
1,1,2,1,2,파발꾼,0,43,F_THRESHOLD,0.044444444444444446,43.0,4.0,2.0,17.0,1.0,0.0,5.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2836706666922956
1,1,3,1,4,교리 연구관,0,42,F_THRESHOLD,0.06666666666666667,42.0,4.0,2.0,17.0,1.0,0.0,4.0,0.0,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2883927317869713
1,1,4,1,1,박수,1,41,F_THRESHOLD,0.08888888888888889,41.0,4.0,2.0,15.0,1.0,0.0,4.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2890645396937
1,1,5,2,1,탈출 노비,1,40,F_THRESHOLD,0.1111111111111111,40.0,4.0,2.0,15.0,1.0,0.0,4.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2903087261893481
1,1,6,2,2,파발꾼,0,39,F_THRESHOLD,0.13333333333333333,39.0,4.0,2.0,17.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28586521856427144
1,1,7,2,4,교리 연구관,0,38,F_THRESHOLD,0.15555555555555556,38.0,4.0,2.0,15.0,2.0,0.0,4.0,0.0,-2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42846911899420104
1,1,8,2,3,박수,0,37,F_THRESHOLD,0.17777777777777778,37.0,4.0,2.0,15.0,2.0,0.0,5.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3437772783760286
1,1,9,3,3,탈출 노비,0,36,F_THRESHOLD,0.2,36.0,4.0,1.0,15.0,2.0,0.0,5.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.331223515213204
1,1,10,3,2,파발꾼,0,35,F_THRESHOLD,0.2222222222222222,35.0,4.0,1.0,17.0,1.0,0.0,5.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23238880367579823
1,1,11,3,4,교리 연구관,0,34,F_THRESHOLD,0.24444444444444444,34.0,4.0,1.0,15.0,2.0,0.0,4.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3533189043652591
1,1,12,3,1,박수,1,33,F_THRESHOLD,0.26666666666666666,33.0,4.0,1.0,15.0,1.0,0.0,4.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22077901041390327
1,1,13,4,3,탈출 노비,0,32,F_THRESHOLD,0.28888888888888886,32.0,4.0,3.0,15.0,2.0,0.0,7.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2757385891518575
1,1,14,4,2,파발꾼,0,31,F_THRESHOLD,0.3111111111111111,31.0,4.0,3.0,17.0,1.0,0.0,5.0,0.0,2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.236198204944615
1,1,15,4,4,교리 연구관,0,30,F_THRESHOLD,0.3333333333333333,30.0,4.0,3.0,15.0,2.0,0.0,4.0,0.0,-2.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34185783856569474
1,1,16,4,1,박수,1,29,F_THRESHOLD,0.35555555555555557,29.0,4.0,3.0,15.0,1.0,0.0,4.0,0.0,-2.0,-1.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22445374801251963
1,1,17,5,1,탈출 노비,1,28,F_THRESHOLD,0.37777777777777777,28.0,4.0,3.0,15.0,1.0,0.0,4.0,0.0,-2.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21321907869012394
1,1,18,5,2,파발꾼,0,27,F_THRESHOLD,0.4,27.0,4.0,3.0,17.0,1.0,0.0,5.0,0.0,2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22820838090725776
1,1,19,5,4,교리 연구관,0,26,F_THRESHOLD,0.4222222222222222,26.0,4.0,5.0,25.0,2.0,0.0,6.0,1.0,8.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3378528278359773
1,1,20,5,3,박수,0,25,F_THRESHOLD,0.4444444444444444,25.0,4.0,6.0,27.0,2.0,0.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3229549636532159
1,1,21,6,3,탈출 노비,0,24,F_THRESHOLD,0.4666666666666667,24.0,4.0,6.0,27.0,2.0,0.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35736129207926876
1,1,22,6,4,파발꾼,0,23,F_THRESHOLD,0.4888888888888889,23.0,4.0,7.0,25.0,2.0,0.0,7.0,1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3463479902795555
1,1,23,6,1,교리 연구관,1,22,F_THRESHOLD,0.5111111111111111,22.0,4.0,8.0,25.0,1.0,0.0,5.0,1.0,-2.0,-1.0,0.0,-3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2065991684355822
1,1,24,6,2,박수,0,21,F_THRESHOLD,0.5333333333333333,21.0,4.0,10.0,31.0,1.0,0.0,7.0,1.0,4.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22931822842460145
1,1,25,7,4,파발꾼,0,20,F_THRESHOLD,0.5555555555555556,20.0,4.0,9.0,12.0,2.0,0.0,7.0,1.0,-19.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2116619908811445
1,1,26,7,2,교리 연구관,0,19,F_THRESHOLD,0.5777777777777777,19.0,4.0,11.0,31.0,1.0,0.0,9.0,1.0,4.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22374231542559928
1,1,27,7,3,박수,0,18,F_THRESHOLD,0.6,18.0,4.0,11.0,23.0,3.0,0.0,8.0,1.0,-8.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45661344404598186
1,1,28,7,1,객주,1,17,F_THRESHOLD,0.6222222222222222,17.0,4.0,11.0,32.0,1.0,0.0,5.0,1.0,1.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18837734390303434
1,1,29,8,3,박수,0,16,F_THRESHOLD,0.6444444444444445,16.0,4.0,12.0,11.0,3.0,0.0,9.0,1.0,-21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3150542174414451
1,1,30,8,1,객주,1,15,F_THRESHOLD,0.6666666666666666,15.0,4.0,12.0,8.0,1.0,0.0,5.0,1.0,-23.0,-2.0,0.0,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11039427475911333
1,1,31,9,3,자객,0,14,F_THRESHOLD,0.6888888888888889,14.0,4.0,11.0,11.0,3.0,0.0,9.0,1.0,-20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37353412812005066
1,1,32,9,1,교리 연구관,1,13,F_THRESHOLD,0.7111111111111111,13.0,4.0,11.0,8.0,1.0,0.0,5.0,1.0,-23.0,-2.0,0.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11254092034041348
1,1,34,10,3,추노꾼,0,11,F_THRESHOLD,0.7555555555555555,11.0,4.0,11.0,11.0,3.0,0.0,9.0,1.0,-20.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3777885642236019
1,1,35,10,1,객주,1,10,F_THRESHOLD,0.7777777777777778,10.0,4.0,11.0,8.0,1.0,0.0,5.0,1.0,-23.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1075599978160683
1,1,36,10,2,사기꾼,0,9,F_THRESHOLD,0.8,9.0,4.0,11.0,37.0,2.0,0.0,9.0,1.0,25.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38458930378428396
1,1,37,11,3,산적,0,8,F_THRESHOLD,0.8222222222222222,8.0,4.0,11.0,6.0,3.0,0.0,9.0,1.0,-31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32346063563953215
1,1,38,11,1,교리 연구관,1,7,F_THRESHOLD,0.8444444444444444,7.0,4.0,13.0,8.0,1.0,0.0,7.0,1.0,-29.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0824284848991787
1,1,39,11,2,객주,0,6,F_THRESHOLD,0.8666666666666667,6.0,4.0,13.0,19.0,2.0,0.0,9.0,1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2870794893272995
1,1,40,12,3,파발꾼,0,5,F_THRESHOLD,0.8888888888888888,5.0,4.0,13.0,7.0,3.0,0.0,14.0,2.0,-12.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3200275204904601
1,1,41,12,2,교리 연구관,0,4,F_THRESHOLD,0.9111111111111111,4.0,4.0,13.0,14.0,3.0,0.0,9.0,1.0,2.0,0.0,0.0,-5.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4242408440114361
1,1,42,12,1,객주,1,3,F_THRESHOLD,0.9333333333333333,3.0,4.0,13.0,20.0,2.0,2.0,7.0,2.0,6.0,-1.0,2.0,-7.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3406401980041713
1,1,43,13,3,만신,0,2,F_THRESHOLD,0.9555555555555556,2.0,4.0,14.0,7.0,3.0,0.0,15.0,2.0,-13.0,0.0,-2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2490351636915584
1,1,44,13,1,객주,1,1,F_THRESHOLD,0.9777777777777777,1.0,4.0,14.0,20.0,2.0,2.0,7.0,2.0,6.0,-1.0,2.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3113532349218929
1,1,45,13,2,사기꾼,0,0,F_THRESHOLD,1.0,0.0,4.0,15.0,15.0,3.0,3.0,10.0,2.0,-5.0,0.0,1.0,-5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3783213353905477
2,2,1,1,4,파발꾼,0,48,NINE_TILES,0.02040816326530612,48.0,4.0,2.0,16.0,1.0,0.0,6.0,0.0,-4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34200870906772335
2,2,2,1,1,교리 감독관,0,47,NINE_TILES,0.04081632653061224,47.0,4.0,2.0,17.0,1.0,0.0,4.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28810266531457657
2,2,3,1,2,만신,1,46,NINE_TILES,0.061224489795918366,46.0,4.0,2.0,15.0,1.0,0.0,4.0,0.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2774284197488253
2,2,4,1,3,객주,0,45,NINE_TILES,0.08163265306122448,45.0,4.0,4.0,14.0,0.0,0.0,6.0,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.172705378712843
2,2,5,2,2,탐관오리,1,44,NINE_TILES,0.10204081632653061,44.0,4.0,4.0,16.0,2.0,0.0,4.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4302243015676681
